,Year,Month,Departure station,Arrival station,Average travel time (min),Number of expected circulations,Number of cancelled trains,Number of late trains at departure,Average delay of late departing trains (min),Average delay of all departing trains (min),Number of trains late on arrival,Average delay of late arriving trains (min),Average delay of all arriving trains (min),"% trains late due to external causes (weather, obstacles, suspicious packages, malevolence, social movements, etc.)","% trains late due to railway infrastructure (maintenance, works)","% trains late due to traffic management (rail line traffic, network interactions)",% trains late due to rolling stock,% trains late due to station management and reuse of material,"% trains late due to passenger traffic (affluence, PSH management, connections)",Number of late trains > 15min,Average train delay > 15min,Number of late trains > 30min,Number of late trains > 60min,Period,Delay due to external causes,Delay due to railway infrastructure,Delay due to traffic management,Delay due to rolling stock,Delay due to station management and reuse of material,Delay due to travellers taken into account
3649,2016,3,PARIS NORD,DUNKERQUE,125.966403162,253.0,7.0,22.0,29.318181818200003,2.75889328063,21.0,39.0952380952,-1.3675889328100002,0.52380952381,0.333333333333,0.0,0.047619047619,0.0952380952381,0.0,19.0,41.6315789,12.0,3.0,2016-03-01,52.38095238100001,33.333333333300004,0.0,4.7619047619,9.523809523810002,0.0
3651,2016,3,LYON PART DIEU,MONTPELLIER,118.035310734,354.0,15.0,62.0,20.2580645161,4.44350282486,50.0,29.98,4.214689265540001,0.297872340426,0.191489361702,0.212765957447,0.212765957447,0.0425531914894,0.0425531914894,33.0,38.7272727,18.0,6.0,2016-03-01,29.7872340426,19.1489361702,21.2765957447,21.2765957447,4.25531914894,4.25531914894
3654,2016,6,PARIS EST,FRANCFORT,100.127737226,137.0,0.0,8.0,17.5,1.15328467153,12.0,30.4166666667,3.05839416058,0.25,0.5,0.0,0.25,0.0,0.0,9.0,36.2222222,3.0,1.0,2016-06-01,25.0,50.0,0.0,25.0,0.0,0.0
3655,2016,6,PARIS LYON,ITALIE,261.910714286,56.0,0.0,4.0,15.25,1.48214285714,11.0,34.3636363636,11.0714285714,0.111111111111,0.333333333333,0.222222222222,0.222222222222,0.111111111111,0.0,11.0,34.3636364,1.0,1.0,2016-06-01,11.1111111111,33.333333333300004,22.2222222222,22.2222222222,11.1111111111,0.0
3656,2015,12,PARIS LYON,NICE VILLE,339.146766169,201.0,0.0,4.0,16.5,0.417910447761,19.0,46.7894736842,5.6815920398,0.210526315789,0.0526315789474,0.4736842105259999,0.157894736842,0.105263157895,0.0,19.0,46.7894737,9.0,4.0,2015-12-01,21.0526315789,5.26315789474,47.368421052600006,15.7894736842,10.5263157895,0.0
3657,2015,12,PARIS MONTPARNASSE,ST MALO,184.262376238,101.0,0.0,4.0,9.0,0.475247524752,8.0,43.875,3.39603960396,0.625,0.25,0.0,0.125,0.0,0.0,8.0,43.875,4.0,1.0,2015-12-01,62.5,25.0,0.0,12.5,0.0,0.0
3660,2016,1,PARIS LYON,MULHOUSE VILLE,167.131474104,251.0,0.0,14.0,23.5,1.4900398406400002,29.0,30.5862068966,4.36653386454,0.392857142857,0.285714285714,0.0714285714286,0.107142857143,0.107142857143,0.0357142857143,20.0,38.75,11.0,2.0,2016-01-01,39.2857142857,28.5714285714,7.1428571428600005,10.7142857143,10.7142857143,3.5714285714300003
3661,2016,1,NICE VILLE,PARIS LYON,342.223214286,168.0,3.0,16.0,22.1875,2.8214285714300003,16.0,40.5,2.5892857142900003,0.375,0.1875,0.125,0.1875,0.0625,0.0625,16.0,40.5,8.0,2.0,2016-01-01,37.5,18.75,12.5,18.75,6.25,6.25
3662,2016,1,PARIS MONTPARNASSE,LE MANS,55.4820512821,390.0,0.0,5.0,12.8,0.310256410256,14.0,14.6428571429,0.7769230769230001,0.0714285714286,0.214285714286,0.142857142857,0.285714285714,0.214285714286,0.0714285714286,6.0,22.5,0.0,0.0,2016-01-01,7.1428571428600005,21.4285714286,14.2857142857,28.5714285714,21.4285714286,7.1428571428600005
3664,2015,11,PARIS MONTPARNASSE,LA ROCHELLE VILLE,194.48630137,219.0,0.0,8.0,16.25,0.735159817352,13.0,29.7692307692,3.77168949772,0.666666666667,0.166666666667,0.0833333333333,0.0,0.0,0.0833333333333,13.0,29.769230800000003,5.0,0.0,2015-11-01,66.6666666667,16.6666666667,8.333333333330001,0.0,0.0,8.333333333330001
3665,2016,2,PARIS MONTPARNASSE,POITIERS,104.349272349,481.0,0.0,6.0,11.8333333333,0.284823284823,18.0,27.3333333333,0.8295218295219999,0.352941176471,0.294117647059,0.0588235294118,0.117647058824,0.176470588235,0.0,12.0,34.5,5.0,2.0,2016-02-01,35.29411764709999,29.4117647059,5.8823529411800015,11.7647058824,17.6470588235,0.0
3666,2017,3,PARIS LYON,VALENCE ALIXAN TGV,131.710526316,308.0,4.0,15.0,17.6,0.825657894737,21.0,27.8571428571,2.86184210526,0.333333333333,0.190476190476,0.142857142857,0.285714285714,0.047619047619,0.0,11.0,42.4,4.0,3.0,2017-03-01,33.333333333300004,19.0476190476,14.2857142857,28.5714285714,4.7619047619,0.0
3668,2017,3,LILLE,LYON PART DIEU,196.84751773,283.0,1.0,31.0,11.3548387097,1.91843971631,35.0,20.4857142857,3.1524822695,0.264705882353,0.117647058824,0.352941176471,0.176470588235,0.0294117647059,0.0588235294118,22.0,25.4,4.0,2.0,2017-03-01,26.470588235300003,11.7647058824,35.29411764709999,17.6470588235,2.9411764705900003,5.8823529411800015
3669,2017,10,GRENOBLE,PARIS LYON,182.425101215,247.0,0.0,12.0,12.0833333333,-1.25506072874,20.0,36.6875,2.76214574899,0.25,0.2,0.35,0.2,0.0,0.0,10.0,2.76214574899,6.0,4.0,2017-10-01,25.0,20.0,35.0,20.0,0.0,0.0
3670,2017,10,PERPIGNAN,PARIS LYON,303.494505495,183.0,1.0,35.0,13.0547619048,1.75311355311,25.0,45.148,6.54304029304,0.363636363636,0.272727272727,0.318181818182,0.0454545454545,0.0,0.0,25.0,6.54304029304,13.0,5.0,2017-10-01,36.3636363636,27.2727272727,31.818181818200003,4.54545454545,0.0,0.0
3671,2017,10,QUIMPER,PARIS MONTPARNASSE,223.252964427,256.0,3.0,9.0,19.5796296296,0.826877470356,28.0,38.7053571429,7.33063241107,0.238095238095,0.52380952381,0.0,0.238095238095,0.0,0.0,28.0,7.33063241107,10.0,4.0,2017-10-01,23.8095238095,52.38095238100001,0.0,23.8095238095,0.0,0.0
3673,2017,10,PARIS MONTPARNASSE,TOURS,73.0430107527,186.0,0.0,15.0,17.0711111111,0.30770609319,42.0,12.9785714286,3.97688172043,0.0416666666667,0.2083333333329999,0.333333333333,0.375,0.0416666666667,0.0,10.0,3.97688172043,2.0,1.0,2017-10-01,4.16666666667,20.8333333333,33.333333333300004,37.5,4.16666666667,0.0
3674,2017,10,PARIS MONTPARNASSE,VANNES,153.526515152,266.0,2.0,28.0,14.7422619048,0.253914141414,50.0,24.3853333333,6.53188131313,0.130434782609,0.173913043478,0.260869565217,0.282608695652,0.0652173913043,0.0869565217391,30.0,6.458489388259999,11.0,2.0,2017-10-01,13.0434782609,17.3913043478,26.0869565217,28.2608695652,6.521739130429999,8.69565217391
3675,2017,10,LYON PART DIEU,MONTPELLIER,112.401234568,332.0,8.0,74.0,16.9529279279,3.5231995884800007,57.0,26.1263157895,5.28441358025,0.297872340426,0.191489361702,0.276595744681,0.148936170213,0.0425531914894,0.0425531914894,31.0,5.28441358025,15.0,2.0,2017-10-01,29.7872340426,19.1489361702,27.6595744681,14.8936170213,4.25531914894,4.25531914894
3676,2016,12,AVIGNON TGV,PARIS LYON,160.355387524,530.0,1.0,79.0,20.8784810127,3.36581600504,64.0,30.88671875,3.00088216761,0.241379310345,0.344827586207,0.241379310345,0.155172413793,0.0,0.0172413793103,50.0,36.1463333333,21.0,8.0,2016-12-01,24.1379310345,34.482758620700004,24.1379310345,15.5172413793,0.0,1.7241379310299991
3677,2016,12,BELLEGARDE (AIN),PARIS LYON,163.133891213,240.0,1.0,44.0,14.7522727273,3.90808926081,26.0,29.1544871795,2.36213389121,0.130434782609,0.391304347826,0.173913043478,0.130434782609,0.0869565217391,0.0869565217391,21.0,33.152380952399994,8.0,1.0,2016-12-01,13.0434782609,39.130434782600005,17.3913043478,13.0434782609,8.69565217391,8.69565217391
3678,2016,12,PARIS LYON,CHAMBERY CHALLES LES EAUX,180.204918033,244.0,0.0,21.0,21.0849206349,1.93080601093,27.0,29.8783950617,3.9087431694,0.0833333333333,0.0416666666667,0.375,0.458333333333,0.0416666666667,0.0,15.0,43.4577777778,9.0,3.0,2016-12-01,8.333333333330001,4.16666666667,37.5,45.8333333333,4.16666666667,0.0
3679,2016,12,PARIS MONTPARNASSE,LAVAL,97.8189655172,233.0,1.0,13.0,19.4448717949,1.13829022989,18.0,29.5296296296,2.91918103448,0.294117647059,0.176470588235,0.117647058824,0.352941176471,0.0,0.0588235294118,10.0,43.4466666667,5.0,3.0,2016-12-01,29.4117647059,17.6470588235,11.7647058824,35.29411764709999,0.0,5.8823529411800015
3680,2016,12,ST MALO,PARIS MONTPARNASSE,194.173469388,98.0,0.0,3.0,24.9055555556,0.963265306122,8.0,35.2708333333,3.40085034014,0.333333333333,0.333333333333,0.0,0.166666666667,0.166666666667,0.0,5.0,49.5066666667,4.0,2.0,2016-12-01,33.333333333300004,33.333333333300004,0.0,16.6666666667,16.6666666667,0.0
3683,2016,7,BESANCON FRANCHE COMTE TGV,PARIS LYON,131.251336898,187.0,0.0,7.0,9.0,0.534759358289,3.0,56.3333333333,-0.197860962567,0.5,0.5,0.0,0.0,0.0,0.0,3.0,56.3333333,3.0,1.0,2016-07-01,50.0,50.0,0.0,0.0,0.0,0.0
3684,2016,7,PARIS LYON,CHAMBERY CHALLES LES EAUX,196.88194444400003,72.0,0.0,9.0,29.8888888889,3.86111111111,8.0,45.25,5.56944444444,0.25,0.125,0.0,0.5,0.125,0.0,7.0,47.5714286,7.0,2.0,2016-07-01,25.0,12.5,0.0,50.0,12.5,0.0
3686,2016,7,PARIS MONTPARNASSE,BREST,268.073469388,245.0,0.0,26.0,15.5,1.85306122449,20.0,34.0,4.82857142857,0.157894736842,0.315789473684,0.0526315789474,0.210526315789,0.210526315789,0.0526315789474,20.0,34.0,12.0,1.0,2016-07-01,15.7894736842,31.5789473684,5.26315789474,21.0526315789,21.0526315789,5.26315789474
3687,2016,7,PARIS MONTPARNASSE,TOULOUSE MATABIAU,331.984076433,157.0,0.0,21.0,13.6666666667,2.15923566879,20.0,39.8,7.127388535030001,0.105263157895,0.315789473684,0.157894736842,0.210526315789,0.157894736842,0.0526315789474,19.0,39.1052632,12.0,1.0,2016-07-01,10.5263157895,31.5789473684,15.7894736842,21.0526315789,15.7894736842,5.26315789474
3689,2016,11,BELLEGARDE (AIN),PARIS LYON,163.630530973,226.0,0.0,39.0,13.153846153800002,3.2477876106200005,39.0,25.7179487179,5.995575221240001,0.230769230769,0.358974358974,0.307692307692,0.0512820512821,0.025641025641,0.025641025641,26.0,32.1923077,9.0,2.0,2016-11-01,23.0769230769,35.8974358974,30.7692307692,5.128205128209999,2.5641025641,2.5641025641
3690,2016,11,PARIS LYON,VALENCE ALIXAN TGV,131.758928571,280.0,0.0,14.0,15.7857142857,0.975,33.0,20.0909090909,3.875,0.375,0.375,0.0625,0.0625,0.125,0.0,17.0,27.117647100000003,5.0,0.0,2016-11-01,37.5,37.5,6.25,6.25,12.5,0.0
3693,2016,11,PARIS MONTPARNASSE,LA ROCHELLE VILLE,204.891705069,217.0,0.0,14.0,33.2142857143,2.33179723502,16.0,37.0625,2.4884792626700003,0.375,0.1875,0.1875,0.125,0.125,0.0,16.0,37.0625,8.0,2.0,2016-11-01,37.5,18.75,18.75,12.5,12.5,0.0
3695,2017,11,TOULON,PARIS LYON,236.989051095,281.0,7.0,57.0,14.307309941500002,3.80407542579,37.0,41.7031531532,5.98649635036,0.470588235294,0.205882352941,0.235294117647,0.0882352941176,0.0,0.0,37.0,5.96472727273,18.0,7.0,2017-11-01,47.0588235294,20.5882352941,23.5294117647,8.823529411760003,0.0,0.0
3697,2016,10,PARIS EST,REIMS,47.014084507,213.0,0.0,6.0,13.3333333333,0.492957746479,12.0,10.0833333333,0.718309859155,0.333333333333,0.166666666667,0.25,0.166666666667,0.0833333333333,0.0,1.0,23.0,0.0,0.0,2016-10-01,33.333333333300004,16.6666666667,25.0,16.6666666667,8.333333333330001,0.0
3698,2016,10,ARRAS,PARIS NORD,51.0461538462,325.0,0.0,19.0,13.3157894737,1.36615384615,37.0,17.2432432432,2.48,0.142857142857,0.342857142857,0.171428571429,0.0571428571429,0.2,0.0857142857143,14.0,31.2142857,6.0,1.0,2016-10-01,14.2857142857,34.2857142857,17.1428571429,5.71428571429,20.0,8.57142857143
3699,2016,10,DOUAI,PARIS NORD,76.9333333333,195.0,0.0,3.0,7.333333333330001,0.328205128205,22.0,14.5,2.12820512821,0.238095238095,0.238095238095,0.142857142857,0.0952380952381,0.190476190476,0.0952380952381,5.0,34.4,3.0,0.0,2016-10-01,23.8095238095,23.8095238095,14.2857142857,9.523809523810002,19.0476190476,9.523809523810002
3700,2016,9,PARIS LYON,GRENOBLE,183.072016461,243.0,0.0,12.0,19.5,1.11934156379,24.0,30.0416666667,5.411522633740001,0.260869565217,0.130434782609,0.391304347826,0.0434782608696,0.173913043478,0.0,24.0,30.0416667,7.0,1.0,2016-09-01,26.0869565217,13.0434782609,39.130434782600005,4.34782608696,17.3913043478,0.0
3701,2016,9,PARIS MONTPARNASSE,TOURS,76.7096774194,187.0,1.0,4.0,21.25,0.5860215053760001,22.0,14.5454545455,2.45161290323,0.363636363636,0.4545454545449999,0.0,0.181818181818,0.0,0.0,7.0,26.7142857,1.0,1.0,2016-09-01,36.3636363636,45.4545454545,0.0,18.1818181818,0.0,0.0
3705,2016,8,REIMS,PARIS EST,46.6179487179,195.0,0.0,5.0,15.2,0.538461538462,11.0,11.4545454545,0.148717948718,0.363636363636,0.181818181818,0.272727272727,0.0909090909091,0.0,0.0909090909091,2.0,24.5,0.0,0.0,2016-08-01,36.3636363636,18.1818181818,27.2727272727,9.09090909091,0.0,9.09090909091
3706,2016,8,PARIS LYON,PERPIGNAN,310.02061855700003,199.0,5.0,12.0,22.5,1.58762886598,40.0,35.425,8.79896907216,0.425,0.225,0.15,0.1,0.1,0.0,40.0,35.425,17.0,5.0,2016-08-01,42.5,22.5,15.0,10.0,10.0,0.0
3707,2016,8,PARIS MONTPARNASSE,ANGERS SAINT LAUD,98.4740932642,386.0,0.0,14.0,17.428571428599998,0.772020725389,31.0,27.935483871,2.67098445596,0.214285714286,0.321428571429,0.142857142857,0.214285714286,0.107142857143,0.0,22.0,34.1363636,7.0,1.0,2016-08-01,21.4285714286,32.1428571429,14.2857142857,21.4285714286,10.7142857143,0.0
3708,2016,8,LILLE,PARIS NORD,63.4263736264,455.0,0.0,18.0,19.0555555556,1.1274725274700002,53.0,20.2075471698,2.3956043956,0.295454545455,0.1363636363639999,0.204545454545,0.181818181818,0.181818181818,0.0,24.0,33.8333333,10.0,5.0,2016-08-01,29.5454545455,13.6363636364,20.4545454545,18.1818181818,18.1818181818,0.0
3712,2017,6,LILLE,LYON PART DIEU,196.125,275.0,3.0,71.0,14.2957746479,4.5625,48.0,33.0208333333,6.507352941180001,0.363636363636,0.0909090909091,0.0,0.4545454545449999,0.0909090909091,0.0,34.0,41.37058820000001,13.0,7.0,2017-06-01,36.3636363636,9.09090909091,0.0,45.4545454545,9.09090909091,0.0
3716,2017,1,PARIS EST,FRANCFORT,115.478686869,177.0,12.0,17.0,26.3558823529,2.8297979798000004,21.0,39.619047619,5.86757575758,0.428571428571,0.047619047619,0.0952380952381,0.380952380952,0.047619047619,0.0,18.0,44.2222222222,6.0,3.0,2017-01-01,42.8571428571,4.7619047619,9.523809523810002,38.0952380952,4.7619047619,0.0
3717,2017,1,PARIS MONTPARNASSE,TOULOUSE MATABIAU,328.82781457,152.0,1.0,20.0,17.325,2.18984547461,23.0,44.4297101449,8.56721854305,0.478260869565,0.173913043478,0.0869565217391,0.260869565217,0.0,0.0,23.0,44.4297101449,12.0,5.0,2017-01-01,47.8260869565,17.3913043478,8.69565217391,26.0869565217,0.0,0.0
3718,2017,1,TOULOUSE MATABIAU,PARIS MONTPARNASSE,335.617977528,182.0,4.0,9.0,16.3185185185,0.8002808988760001,28.0,46.3696428571,8.62162921348,0.48,0.36,0.0,0.16,0.0,0.0,28.0,46.3696428571,12.0,4.0,2017-01-01,48.0,36.0,0.0,16.0,0.0,0.0
3723,2017,5,PARIS LYON,CHAMBERY CHALLES LES EAUX,177.670658683,168.0,1.0,11.0,17.4545454545,1.4071856287399995,36.0,25.3611111111,6.53293413174,0.1,0.166666666667,0.4,0.233333333333,0.1,0.0,20.0,35.4891667,8.0,2.0,2017-05-01,10.0,16.6666666667,40.0,23.3333333333,10.0,0.0
3724,2017,5,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,81.0761904762,210.0,0.0,48.0,13.4375,3.97619047619,39.0,16.4358974359,2.99047619048,0.2083333333329999,0.0416666666667,0.333333333333,0.25,0.0416666666667,0.125,12.0,36.1402778,5.0,2.0,2017-05-01,20.8333333333,4.16666666667,33.333333333300004,25.0,4.16666666667,12.5
3727,2017,5,ANGERS SAINT LAUD,PARIS MONTPARNASSE,100.894736842,438.0,1.0,43.0,13.1162790698,1.94965675057,57.0,23.1929824561,3.97482837529,0.183673469388,0.34693877551,0.30612244898,0.102040816327,0.0204081632653,0.0408163265306,34.0,30.6740196,7.0,3.0,2017-05-01,18.3673469388,34.693877551,30.612244898,10.2040816327,2.04081632653,4.08163265306
3728,2017,5,PARIS MONTPARNASSE,LE MANS,59.5047169811,426.0,2.0,37.0,15.0810810811,1.31132075472,68.0,14.7352941176,2.3372641509400003,0.175,0.275,0.125,0.375,0.05,0.0,22.0,27.2795455,6.0,0.0,2017-05-01,17.5,27.500000000000004,12.5,37.5,5.0,0.0
3729,2017,5,RENNES,PARIS MONTPARNASSE,137.181488203,551.0,0.0,34.0,21.0,1.6769509981900002,60.0,28.6333333333,3.15426497278,0.25,0.5769230769229999,0.0961538461538,0.0576923076923,0.0192307692308,0.0,38.0,38.2245614,18.0,7.0,2017-05-01,25.0,57.692307692300005,9.61538461538,5.76923076923,1.92307692308,0.0
3730,2017,4,REIMS,PARIS EST,46.89,203.0,3.0,20.0,14.6,2.14,23.0,36.347826087,3.88,0.4761904761899999,0.142857142857,0.142857142857,0.190476190476,0.0,0.047619047619,15.0,51.1011111,9.0,4.0,2017-04-01,47.61904761899999,14.2857142857,14.2857142857,19.0476190476,0.0,4.7619047619
3731,2017,4,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,78.3926701571,191.0,0.0,9.0,14.2222222222,0.712041884817,26.0,11.3846153846,1.94240837696,0.0952380952381,0.238095238095,0.4761904761899999,0.190476190476,0.0,0.0,7.0,19.771428600000004,0.0,0.0,2017-04-01,9.523809523810002,23.8095238095,47.61904761899999,19.0476190476,0.0,0.0
3732,2017,4,PARIS NORD,DOUAI,66.4717948718,196.0,1.0,8.0,14.625,0.707692307692,21.0,11.1428571429,1.38974358974,0.2,0.0,0.266666666667,0.4,0.133333333333,0.0,3.0,25.1388889,1.0,0.0,2017-04-01,20.0,0.0,26.6666666667,40.0,13.3333333333,0.0
3736,2017,9,NANTES,STRASBOURG,301.975,40.0,0.0,2.0,12.3666666667,1.5275,6.0,24.5027777778,4.66416666667,0.333333333333,0.333333333333,0.0,0.333333333333,0.0,0.0,6.0,24.5027777778,2.0,0.0,2017-09-01,33.333333333300004,33.333333333300004,0.0,33.333333333300004,0.0,0.0
3737,2017,8,PARIS EST,METZ,87.90939597319999,299.0,1.0,22.0,13.8068181818,1.1384787472,30.0,17.186666666700003,1.96935123043,0.333333333333,0.222222222222,0.0555555555556,0.277777777778,0.111111111111,0.0,17.0,24.1941176471,3.0,0.0,2017-08-01,33.333333333300004,22.2222222222,5.555555555560001,27.7777777778,11.1111111111,0.0
3739,2017,8,TOULOUSE MATABIAU,PARIS MONTPARNASSE,259.751322751,191.0,2.0,9.0,16.8092592593,0.842504409171,23.0,29.1536231884,5.9311287478,0.230769230769,0.307692307692,0.0769230769231,0.230769230769,0.0769230769231,0.0769230769231,23.0,29.1536231884,8.0,1.0,2017-08-01,23.0769230769,30.7692307692,7.692307692310001,23.0769230769,7.692307692310001,7.692307692310001
3741,2017,8,PARIS LYON,LAUSANNE,218.688926941,147.0,1.0,14.0,17.2595238095,1.4700913241999998,15.0,28.7466666667,4.3698630137,0.266666666667,0.4,0.133333333333,0.2,0.0,0.0,13.0,31.4,6.0,0.0,2017-08-01,26.6666666667,40.0,13.3333333333,20.0,0.0,0.0
3743,2017,2,LYON PART DIEU,MONTPELLIER,111.179810726,321.0,4.0,61.0,14.6554644809,3.74095688749,52.0,32.8391025641,6.25988433228,0.31914893617,0.255319148936,0.170212765957,0.127659574468,0.063829787234,0.063829787234,33.0,44.9106060606,14.0,6.0,2017-02-01,31.914893617,25.5319148936,17.021276595699998,12.7659574468,6.3829787234,6.3829787234
3744,2017,2,STRASBOURG,NANTES,306.457142857,36.0,1.0,2.0,7.44166666667,0.491904761905,4.0,46.4541666667,7.61285714286,0.5,0.5,0.0,0.0,0.0,0.0,4.0,46.4541666667,1.0,1.0,2017-02-01,50.0,50.0,0.0,0.0,0.0,0.0
3745,2017,2,PARIS EST,STUTTGART,174.79424019599998,136.0,0.0,8.0,15.8520833333,1.14375,21.0,19.9920634921,5.53210784314,0.294117647059,0.235294117647,0.294117647059,0.117647058824,0.0588235294118,0.0,11.0,27.2257575758,2.0,0.0,2017-02-01,29.4117647059,23.5294117647,29.4117647059,11.7647058824,5.8823529411800015,0.0
3746,2019,3,PARIS MONTPARNASSE,LE MANS,57.2571428571,433.0,13.0,56.0,8.319345238099999,0.7387301587299999,64.0,18.7208333333,2.60075396825,0.325581395349,0.255813953488,0.162790697674,0.186046511628,0.0697674418604999,0.0,21.0,2.60075396825,9.0,5.0,2019-03-01,32.5581395349,25.5813953488,16.2790697674,18.6046511628,6.97674418605,0.0
3747,2019,3,PARIS EST,REIMS,46.0,215.0,2.0,29.0,17.6856321839,2.18317683881,25.0,26.5086666667,3.51009389671,0.0909090909091,0.272727272727,0.1363636363639999,0.272727272727,0.181818181818,0.0454545454545,12.0,3.51009389671,6.0,4.0,2019-03-01,9.09090909091,27.2727272727,13.6363636364,27.2727272727,18.1818181818,4.54545454545
3748,2019,3,PARIS MONTPARNASSE,TOURS,72.63586956520001,186.0,2.0,20.0,16.615,1.31983695652,31.0,20.6720430108,4.51114130435,0.352941176471,0.294117647059,0.0,0.352941176471,0.0,0.0,9.0,4.51114130435,5.0,1.0,2019-03-01,35.29411764709999,29.4117647059,0.0,35.29411764709999,0.0,0.0
3749,2019,4,ANGOULEME,PARIS MONTPARNASSE,124.848920863,278.0,0.0,143.0,5.01421911422,2.63285371703,30.0,24.4344444444,3.93063549161,0.16,0.24,0.24,0.28,0.04,0.04,19.0,3.93063549161,7.0,1.0,2019-04-01,16.0,24.0,24.0,28.000000000000004,4.0,4.0
3751,2019,4,METZ,PARIS EST,85.8855218855,303.0,6.0,128.0,7.031640625,3.11610549944,63.0,17.1825396825,4.19870931538,0.1730769230769999,0.230769230769,0.423076923077,0.153846153846,0.0,0.0192307692308,17.0,4.19870931538,4.0,2.0,2019-04-01,17.307692307700002,23.0769230769,42.3076923077,15.3846153846,0.0,1.92307692308
3752,2019,4,REIMS,PARIS EST,46.5463917526,196.0,2.0,21.0,7.62222222222,0.455154639175,14.0,17.25,2.08067010309,0.0,0.333333333333,0.333333333333,0.333333333333,0.0,0.0,5.0,2.08067010309,1.0,1.0,2019-04-01,0.0,33.333333333300004,33.333333333300004,33.333333333300004,0.0,0.0
3753,2019,4,LYON PART DIEU,MARNE LA VALLEE,109.600858369,238.0,5.0,139.0,10.0436450839,6.06316165951,41.0,28.537398374,5.2017167382,0.2,0.15,0.35,0.175,0.1,0.025,33.0,5.2017167382,11.0,3.0,2019-04-01,20.0,15.0,35.0,17.5,10.0,2.5
3754,2019,4,NICE VILLE,PARIS LYON,355.610778443,170.0,3.0,90.0,3.79240740741,2.01457085828,19.0,38.151754386,4.00568862275,0.117647058824,0.235294117647,0.294117647059,0.235294117647,0.0588235294118,0.0588235294118,19.0,4.00568862275,8.0,3.0,2019-04-01,11.7647058824,23.5294117647,29.4117647059,23.5294117647,5.8823529411800015,5.8823529411800015
3755,2019,4,MACON LOCHE,PARIS LYON,100.064864865,187.0,2.0,153.0,6.71753812636,5.58981981982,13.0,27.6564102564,2.3489189189200004,0.0,0.166666666667,0.5,0.0,0.25,0.0833333333333,10.0,2.3489189189200004,3.0,2.0,2019-04-01,0.0,16.6666666667,50.0,0.0,25.0,8.333333333330001
3759,2018,10,LAVAL,PARIS MONTPARNASSE,93.5416666667,193.0,1.0,93.0,6.16935483871,3.04548611111,27.0,21.6475308642,4.3875,0.142857142857,0.380952380952,0.238095238095,0.142857142857,0.0,0.0952380952381,13.0,4.3875,4.0,2.0,2018-10-01,14.2857142857,38.0952380952,23.8095238095,14.2857142857,0.0,9.523809523810002
3760,2018,10,NANCY,PARIS EST,93.1559322034,296.0,1.0,78.0,8.58162393162,2.32847457627,43.0,21.878682170500003,3.740169491530001,0.105263157895,0.131578947368,0.315789473684,0.289473684211,0.105263157895,0.0526315789474,19.0,3.740169491530001,13.0,2.0,2018-10-01,10.5263157895,13.1578947368,31.5789473684,28.9473684211,10.5263157895,5.26315789474
3761,2018,10,PARIS VAUGIRARD,RENNES,124.0,29.0,0.0,6.0,3.99444444444,0.345402298851,3.0,17.9055555556,3.36724137931,0.0,0.333333333333,0.333333333333,0.333333333333,0.0,0.0,2.0,3.36724137931,0.0,0.0,2018-10-01,0.0,33.333333333300004,33.333333333300004,33.333333333300004,0.0,0.0
3766,2019,2,PARIS MONTPARNASSE,TOULOUSE MATABIAU,260.423312883,163.0,0.0,14.0,10.8761904762,0.612985685072,7.0,30.0714285714,0.446625766871,0.428571428571,0.285714285714,0.142857142857,0.142857142857,0.0,0.0,7.0,0.446625766871,3.0,0.0,2019-02-01,42.8571428571,28.5714285714,14.2857142857,14.2857142857,0.0,0.0
